# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_VARIABLES = cond_drug (set)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
1953         1    3404006    3529059    913     132  144752     -0.72983    9.3723e-05     -0.72992
127262       1    3540556    3547195     32      12  144621      -1.4726    9.3723e-05      -1.4727
49856        1    3546831    3567671    116      36  136419     -0.81856    9.3723e-05     -0.81866
7161         1    3568129    3653265    535     104  144817     -0.89496    9.3723e-05     -0.89505
148870       1    3667965    3688709    146      46  143562      0.17687    9.3723e-05      0.17677
388588       1    3688352    3693046     30      14  149558     -0.28528    9.3723e-05     -0.28537
57470        1    3696284    3714068    140      32  147361     -0.45574    9.3723e-05     -0.45583
9731         1    3728145    3774797    421      32  147588     -0.68876    9.3723e-05     -0.68885
1677         1    3772845    3802493    288      45  145823      -1.0244    9.3723e-05      -1.0245
339448       1    3805197    3817857     94      23  144595     0.033999    9.3723e-05     0.033905
55966        1    4714105    4844351   1010     117  147129      -2.1044    9.3723e-05      -2.1045
261734       1    5922370    6053618    732      53  146993     -0.90252    9.3723e-05     -0.90261
8514         1    6051358    6161753    614     104  144227     -0.52791    9.3723e-05     -0.52801
26038        1    6161347    6241194    504      75  143020      -1.0079    9.3723e-05       -1.008
6146         1    6244580    6260679     59      17  148030       0.6102    9.3723e-05      0.61011
388591       1    6265189    6281859     82      19  141096      -2.5448    9.3723e-05      -2.5449
23463        1    6280753    6297044     88      26  142218     -0.89999    9.3723e-05     -0.90008
390992       1    6303252    6306138     14       7  148325      -1.2168    9.3723e-05      -1.2169
387509       1    6306906    6322035     77      15  141637      -1.3037    9.3723e-05      -1.3038
11332        1    6323832    6454826    785      55  146435    -0.080152    9.3723e-05    -0.080246
54626        1    6474792    6485724     48      14  147066     -0.13507    9.3723e-05     -0.13516
83715        1    6483836    6521504    189      34  144806       1.1942    9.3723e-05       1.1941
8718         1    6520287    6528432     51      23  144671      0.40368    9.3723e-05      0.40359
57449        1    6525652    6581121    320      71  143768     -0.61435    9.3723e-05     -0.61445
79707        1    6580907    6615658    208      20  144061     -0.18313    9.3723e-05     -0.18323
80835        1    6613987    6640317    152      37  137476     -0.51317    9.3723e-05     -0.51326
3104         1    6639051    6649840     39      26  141201     -0.60708    9.3723e-05     -0.60717
9903         1    6650284    6663958     75      31  148313       1.7318    9.3723e-05       1.7317
148479       1    6672756    6684593     48      19  138521       2.1929    9.3723e-05       2.1928
90326        1    6683925    6696146     58      17  148520       1.6978    9.3723e-05       1.6977
55735        1    6693728    6762966    296      47  145928       2.1736    9.3723e-05       2.1735
23261        1    6844384    7830266   5024     367  145806      0.71813    9.3723e-05      0.71803
9341         1    7830329    7841992     58      18  151602    -0.054631    9.3723e-05    -0.054725
8863         1    7843413    7905741    332      41  149459     -0.57656    9.3723e-05     -0.57665
10911        1    7907172    7914551     43      16  149473     -0.36808    9.3723e-05     -0.36817
3604         1    7975431    8004225    114      27  145611      0.39083    9.3723e-05      0.39074
11315        1    8020714    8045842    135      41  140877       2.5569    9.3723e-05       2.5568
54206        1    8071279    8087393     55      20  141628       2.0884    9.3723e-05       2.0883
50651        1    8377171    8404727    151      37  141566     -0.49733    9.3723e-05     -0.49742
473          1    8411964    8878699   1492      71  142431      -0.6504    9.3723e-05     -0.65049
2023         1    8920559    8940151     72      27  141462      -1.6776    9.3723e-05      -1.6776
765          1    9004893    9035651    212      55  146024     -0.68285    9.3723e-05     -0.68294
155184       1    9062859    9087404    158      63  146626     -0.54012    9.3723e-05     -0.54022
6518         1    9096505    9132763    186      40  147675      -0.9402    9.3723e-05     -0.94029
80045        1    9162972    9190229    124      32  144594      -1.0434    9.3723e-05      -1.0435
9563         1    9293822    9331896    219      58  144271       1.8072    9.3723e-05       1.8071
80176        1    9334202    9430091    706     123  148732     0.078922    9.3723e-05     0.078828
84275        1    9598528    9643331    189      46  137166     -0.85945    9.3723e-05     -0.85955
199953       1    9647932    9675435    134      42  139283     -0.82518    9.3723e-05     -0.82528
5293         1    9710789    9789672    412      86  140800     -0.90985    9.3723e-05     -0.90994
22883        1    9788579    9885550    518      31  138534    -0.052294    9.3723e-05    -0.052388
56998        1    9907834    9971316    302      55  139255       -1.525    9.3723e-05      -1.5251
84328        1    9981668   10004460     95      31  146235       1.1983    9.3723e-05       1.1982
64802        1   10002486   10046056    165      42  147378       1.9738    9.3723e-05       1.9737
116362       1   10056255   10076578     72      16  149661       2.1272    9.3723e-05       2.1271
10277        1   10092041   10241797    646      55  144888       2.0106    9.3723e-05       2.0105
23095        1   10269606   10442164    856      37  147578        1.305    9.3723e-05       1.3049
5226         1   10457884   10481065    109      27  142566      0.24385    9.3723e-05      0.24375
378708       1   10488944   10510739     96      23  148669      -1.1401    9.3723e-05      -1.1402
100526739    1   10489159   10512560    102      23  148618      -1.1024    9.3723e-05      -1.1025
1325         1   10508776   10512560     18       7  143245     -0.28428    9.3723e-05     -0.28437
1676         1   10520088   10533613     59      27  140714      -1.7494    9.3723e-05      -1.7495
5195         1   10534003   10691315    668      80  146817      -1.5604    9.3723e-05      -1.5605
54897        1   10696161   10857733    868     167  144325      0.33779    9.3723e-05       0.3377
148345       1   11006030   11043094    237      50  143969      0.04098    9.3723e-05     0.040886
23435        1   11071462   11086049     59      20  141923       1.2601    9.3723e-05         1.26
10747        1   11086080   11108296    119      27  143960      0.88796    9.3723e-05      0.88786
6723         1   11114149   11121091     22      10  134142       1.9988    9.3723e-05       1.9987
5394         1   11126175   11160961    169      20  145634       2.3671    9.3723e-05        2.367
2475         1   11166088   11323614    616      37  143067       3.4502    9.3723e-05       3.4501
10218        1   11248346   11256538     32      11  144374       2.0464    9.3723e-05       2.0463
29914        1   11332255   11348991     48      14  137470       2.5978    9.3723e-05       2.5977
57540        1   11538295   11598140    272      36  146431      0.32852    9.3723e-05      0.32842
26232        1   11707424   11715888     45      29  145469      0.23997    9.3723e-05      0.23988
93611        1   11713432   11723884     46      19  146241      -2.2963    9.3723e-05      -2.2964
26270        1   11723150   11734911     71      28  137555      -2.4065    9.3723e-05      -2.4066
10459        1   11734037   11752678    119      33  141142      -1.0239    9.3723e-05       -1.024
374946       1   11750781   11780836    155      45  145551     -0.76532    9.3723e-05     -0.76541
57085        1   11795142   11811328     76      22  149011      0.42759    9.3723e-05      0.42749
284498       1   11822827   11850142    220      25  147545      0.54533    9.3723e-05      0.54524
4524         1   11845287   11867160    134      27  146968        1.001    9.3723e-05       1.0009
1185         1   11865153   11903701    306      27  146796        1.295    9.3723e-05       1.2949
4878         1   11905266   11908840     21       9  153265      0.93585    9.3723e-05      0.93575
4879         1   11917021   11919992     10       6  144263    -0.092041    9.3723e-05    -0.092135
90231        1   11979145   11987485     55      23  146362      0.97373    9.3723e-05      0.97363
5351         1   11993724   12036099    225      40  147500        1.137    9.3723e-05       1.1369
9927         1   12039238   12074072    173      36  139043       0.3743    9.3723e-05      0.37421
60672        1   12078299   12092606     55      22  141588      0.76156    9.3723e-05      0.76147
943          1   12122434   12204764    452      92  141234      -0.7799    9.3723e-05        -0.78
7133         1   12226044   12269779    234      50  145754      -1.3485    9.3723e-05      -1.3486
55187        1   12289101   12572599   1083      68  143665      0.16511    9.3723e-05      0.16501
9249         1   12627439   12678820    302      70  144407     -0.48644    9.3723e-05     -0.48653
343066       1   12703566   12727597    136      30  142478     -0.43125    9.3723e-05     -0.43134
126767       1   12775118   12789226     94      23  141095     -0.12546    9.3723e-05     -0.12555
93190        1   12805163   12821602     93      19  137885     -0.57562    9.3723e-05     -0.57571
390999       1   12833984   12838549     26      12  139761      -1.3381    9.3723e-05      -1.3382
65121        1   12850546   12857277     30      12  125135     -0.32973    9.3723e-05     -0.32982
440560       1   12883968   12892264     30      11  125937      -1.8229    9.3723e-05       -1.823
343069       1   12906761   12909578     17       8  141465     -0.55328    9.3723e-05     -0.55337
65122        1   12915941   12922264     40      10  135758      -0.4722    9.3723e-05     -0.47229
400735       1   12938533   12947025     14      10  124808      -0.8425    9.3723e-05     -0.84259
343071       1   12952227   12959094      3       2  100264      -2.2512    9.3723e-05      -2.2513
440561       1   12997802   13008406      1       1  105810       1.8933    9.3723e-05       1.8932
440563       1   13182460   13185326     17       8  131069     -0.36421    9.3723e-05      -0.3643
391003       1   13473553   13478569      1       1  157384       0.4328    9.3723e-05      0.43271
391004       1   13715088   13719564      1       1  125086      0.86382    9.3723e-05      0.86373
126755       1   13800945   13841242    296      68  144694      0.66343    9.3723e-05      0.66334
10630        1   13909252   13944952    223      66  148051     -0.42912    9.3723e-05     -0.42921
7799         1   14025714   14152074    668      78  147279      -1.6961    9.3723e-05      -1.6962
23254        1   14218646   15445044   7889     504  146151     -0.53195    9.3723e-05     -0.53204
55092        1   15478028   15547474    522      48  149654       -1.726    9.3723e-05      -1.7261
727684       1   15490192   15499120     55      16  149051      -1.1822    9.3723e-05      -1.1823
114827       1   15572730   15725267    872     123  147538      0.13221    9.3723e-05      0.13212
79180        1   15735391   15757339    147      47  138680      0.46863    9.3723e-05      0.46854
11330        1   15763938   15773653     46      19  146113      0.59689    9.3723e-05       0.5968
63036        1   15782223   15799086    108      27  149005     -0.55133    9.3723e-05     -0.55142
51032        1   15801596   15818395     88      26  146745       1.3037    9.3723e-05       1.3036
842          1   15817396   15852407    202      26  148743      0.49712    9.3723e-05      0.49703
23341        1   15852343   15898728    189      30  148366      0.70592    9.3723e-05      0.70582
79814        1   15897694   15912605     85      18  148072      0.26123    9.3723e-05      0.26114
84301        1   15942953   15996039    206      26  147038     -0.12256    9.3723e-05     -0.12265
6248         1   15985364   15988717     13       6  142778      -1.9177    9.3723e-05      -1.9178
23207        1   16009632   16061764    267      30  147798      0.64966    9.3723e-05      0.64956
284723       1   16061721   16068384     24      11  143597      -1.1192    9.3723e-05      -1.1193
388595       1   16067987   16074792     45      19  143345       1.5968    9.3723e-05       1.5967
54751        1   16082107   16113589    166      39  143337      0.83703    9.3723e-05      0.83693
440567       1   16133157   16135194     17       5  148320       1.2367    9.3723e-05       1.2366
23013        1   16173359   16267451    375      53  143095       1.1656    9.3723e-05       1.1655
7709         1   16267864   16303627    133      50  142925       1.9857    9.3723e-05       1.9856
101928566    1   16301626   16324201    157      38  145890       1.6324    9.3723e-05       1.6323
149563       1   16329731   16333684     33      13  145681    -0.070612    9.3723e-05    -0.070705
27129        1   16340023   16347084     73      12  150813        2.382    9.3723e-05       2.3819
1187         1   16347486   16361048    119      30  146317       2.6185    9.3723e-05       2.6184
1188         1   16369231   16384321    160      27  148926      0.86285    9.3723e-05      0.86276
348487       1   16383764   16401127     93      19  148207       1.1943    9.3723e-05       1.1942
1969         1   16450332   16483582    145      53  143790      0.47206    9.3723e-05      0.47196
128272       1   16524099   16540104     90      19  149202     -0.25615    9.3723e-05     -0.25624
101927546    1   16550843   16554528     15       4  146793      0.14208    9.3723e-05      0.14198
79363        1   16557682   16564659     28      13  149580      0.69908    9.3723e-05      0.69898
54455        1   16572839   16679965    413      43  146251     -0.63445    9.3723e-05     -0.63455
26099        1   16692525   16725143    118      30  143964      0.18443    9.3723e-05      0.18434
374955       1   16721601   16764919    228      60  145790     -0.46194    9.3723e-05     -0.46203
55707        1   16766167   16787085     93      32  146300     -0.71325    9.3723e-05     -0.71334
100133301    1   16864561   16866698      7       5  127179     -0.37709    9.3723e-05     -0.37718
55672        1   16888422   16941100     11       7  122852      -1.9862    9.3723e-05      -1.9863
11223        1   17080629   17091975      2       1  132841      0.67863    9.3723e-05      0.67854
9696         1   17247445   17299974    259      65  139169      -2.1361    9.3723e-05      -2.1362
4237         1   17300497   17309081     32      13  145556     -0.54717    9.3723e-05     -0.54727
23400        1   17311953   17339467    116      40  139662      -1.7231    9.3723e-05      -1.7232
6390         1   17344717   17381665    197      31  146352    -0.051218    9.3723e-05    -0.051312
11240        1   17392756   17446948    383      38  150504      -1.6024     -0.032167      -1.5702
29943        1   17530621   17573001    299      88  148732       -2.131     -0.032167      -2.0988
51702        1   17574593   17611228    270      45  150141     -0.14337     -0.032167      -0.1112
23569        1   17633690   17690995    417      46  147223      -1.2943     -0.032167      -1.2622
353238       1   17697741   17728695    264      34  146154        1.555     -0.032167       1.5872
55920        1   17732751   17767250    186      53  143375      0.24046    9.3723e-05      0.24037
55160        1   17845693   18024870   1035     124  140876       -1.139    9.3723e-05      -1.1391
81569        1   18080808   18154058    359      58  148477     -0.44128    9.3723e-05     -0.44137
84966        1   18433240   18705477   1740     226  145923     -0.99008    9.3723e-05     -0.99017
127707       1   18806424   18813040     52      13  143229      -1.6652    9.3723e-05      -1.6653
5081         1   18956500   19075860    697     145  144974     -0.70789    9.3723e-05     -0.70798
80834        1   19165593   19187155    172      39  150886       1.0472    9.3723e-05       1.0471
8659         1   19197424   19230293    266      41  147972     -0.68243    9.3723e-05     -0.68252
126917       1   19230274   19283826    325      63  149164     -0.90613    9.3723e-05     -0.90622
23352        1   19400500   19537812    532      47  145096      0.48347    9.3723e-05      0.48337
23065        1   19541658   19579053    179      33  149110       1.0287    9.3723e-05       1.0286
51154        1   19577075   19587122     74      14  150342      0.82899    9.3723e-05       0.8289
22977        1   19608557   19616280     51      12  143683      0.95977    9.3723e-05      0.95967
8574         1   19628702   19639640     57      26  147541     -0.99077    9.3723e-05     -0.99086
54896        1   19637740   19659425    154      30  150805     -0.75249    9.3723e-05     -0.75259
832          1   19664767   19813066    935      54  147636       1.1457    9.3723e-05       1.1456
440574       1   19922471   19956815    185      26  144032      0.29725    9.3723e-05      0.29715
100532736    1   19922471   19985449    359      52  145897     -0.39665    9.3723e-05     -0.39674
4681         1   19968723   19985449     96      37  148252     -0.53696    9.3723e-05     -0.53705
3362         1   19990780   20006555     87      28  143041      0.15703    9.3723e-05      0.15694
255104       1   20008206   20127424    725     108  144987       1.9941    9.3723e-05        1.994
54546        1   20140022   20142771     29      13  153105     -0.46561    9.3723e-05      -0.4657
23252        1   20207356   20239938    136      37  148136      -1.2778    9.3723e-05      -1.2779
30814        1   20246300   20251110     35      14  147971      -1.1178    9.3723e-05      -1.1179
5320         1   20301424   20307932     35      20  146849      -1.1604    9.3723e-05      -1.1605
5322         1   20385157   20418894    203      45  144857     -0.19331    9.3723e-05      -0.1934
26279        1   20438643   20447059     43      20  148344      0.61493    9.3723e-05      0.61484
64600        1   20464823   20477379     63      38  144841     -0.97028    9.3723e-05     -0.97038
391013       1   20489984   20502687     66      20  146650     -0.08361    9.3723e-05    -0.083704
127733       1   20511578   20523040     38      22  143812       1.7559    9.3723e-05       1.7558
127731       1   20616412   20682162    415      59  146847       3.1463    9.3723e-05       3.1462
55450        1   20808384   20813728     21      12  148362     -0.33395    9.3723e-05     -0.33405
79594        1   20825441   20835674     62      24  145297      0.64669    9.3723e-05       0.6466
163933       1   20877932   20882013     17       6  149115      0.17726    9.3723e-05      0.17716
978          1   20914444   20945901    195      42  147665       1.5238    9.3723e-05       1.5237
65018        1   20958948   20978504    124      24  145354      0.15441    9.3723e-05      0.15432
1650         1   20977760   20989037     61      16  143282      -1.6687    9.3723e-05      -1.6688
57576        1   20989975   21045317    355     102  145724      0.90981    9.3723e-05      0.90972
400745       1   21045725   21060133     70      25  149862       2.8578    9.3723e-05       2.8577
50809        1   21068670   21114808    155      36  148665      0.54962    9.3723e-05      0.54953
8672         1   21132285   21504381   1329      63  147529      0.18045    9.3723e-05      0.18036
1889         1   21543240   21673034    709      90  144980     -0.47333    9.3723e-05     -0.47343
84224        1   21765583   21811893    251      39  145210      -2.0094    9.3723e-05      -2.0095
249          1   21834475   21905405    457      61  148028       1.7514    9.3723e-05       1.7513
5909         1   21922208   21997010    405      70  149513        1.767    9.3723e-05       1.7669
84196        1   22004291   22110688    581      56  147956      0.24479    9.3723e-05       0.2447
401944       1   22137758   22152214     97      49  143750      0.70931    9.3723e-05      0.70922
3339         1   22148237   22264750    670      70  147001      0.02751    9.3723e-05     0.027416
23436        1   22302418   22316347    115      22  152391      -1.7352    9.3723e-05      -1.7353
10136        1   22327149   22339535     70      22  145351      0.14382    9.3723e-05      0.14372
998          1   22378120   22419939    195      45  147184    -0.080645    9.3723e-05    -0.080738
54361        1   22443298   22471474    154      41  149999   -0.0047415    9.3723e-05   -0.0048352
9923         1   22777344   22858150    311      48  145220     0.066755    9.3723e-05     0.066661
2046         1   22889004   22930587    250      56  143099     -0.46832    9.3723e-05     -0.46842
712          1   22962118   22966675     26      10  141915      -1.3706    9.3723e-05      -1.3707
714          1   22968969   22975103     36       9  149809     -0.64685    9.3723e-05     -0.64695
713          1   22978682   22988630     50      17  146152      0.20067    9.3723e-05      0.20057
2048         1   23036263   23242323   1116     153  142030      0.53821    9.3723e-05      0.53812
646262       1   23279036   23300524     98      32  143533     0.024403    9.3723e-05      0.02431
729059       1   23336827   23343343     25       9  141053      0.31147    9.3723e-05      0.31138
23028        1   23344937   23410684    191      51  137703       0.8796    9.3723e-05      0.87951
7798         1   23410016   23505301    320      46  145585      0.66458    9.3723e-05      0.66449
3352         1   23517888   23522222     21      10  147837       1.3544    9.3723e-05       1.3543
10236        1   23635453   23672143    138      36  138297   -0.0018687    9.3723e-05   -0.0019624
80818        1   23685441   23697357     54      16  146048      0.11053    9.3723e-05      0.11044
6920         1   23707055   23752269    253      48  138822     -0.26982    9.3723e-05     -0.26992
55616        1   23754556   23811750    242      46  143497     -0.44688    9.3723e-05     -0.44698
1870         1   23832420   23858712    112      30  140454      0.93403    9.3723e-05      0.93394
3399         1   23883921   23887285     25      14  143337      0.98742    9.3723e-05      0.98733
6135         1   24017269   24023415     32      14  136671      -1.1549    9.3723e-05       -1.155
6924         1   24068856   24089049     76      15  132272      0.33585    9.3723e-05      0.33576
57095        1   24103876   24115222     37      23  135958     -0.43376    9.3723e-05     -0.43385
11313        1   24116275   24122529     17      11  123137     -0.64589    9.3723e-05     -0.64599
2582         1   24121589   24128294     21      15  128056      -2.3661    9.3723e-05      -2.3662
3155         1   24127867   24166110    119      27  140594      -1.5697    9.3723e-05      -1.5697
2517         1   24171067   24195859     96      25  142165      0.52171    9.3723e-05      0.52162
1269         1   24196505   24286549    404      39  139978     -0.29215    9.3723e-05     -0.29224
55629        1   24285301   24290452      4       2  156202      -1.0738    9.3723e-05      -1.0739
10772        1   24292435   24307953      7       3  145440      -1.2052    9.3723e-05      -1.2053
127294       1   24382031   24439665    378      57  142189     0.057457    9.3723e-05     0.057363
58985        1   24445761   24470783    130      37  149743     -0.32849    9.3723e-05     -0.32859
163702       1   24480147   24514765    231      47  146009     -0.07782    9.3723e-05    -0.077913
57822        1   24644812   24691472    226      69  144186       1.5677    9.3723e-05       1.5676
90529        1   24682989   24742587    310      40  143789       1.8429    9.3723e-05       1.8428
57185        1   24741245   24799973    357      48  144630       1.7609    9.3723e-05       1.7608
11123        1   24827841   24864010    185      36  146851     -0.08304    9.3723e-05    -0.083134
400746       1   24881567   24936319    327      47  150539     -0.15818    9.3723e-05     -0.15827
10250        1   24968594   25000272     87      38  141739      0.60529    9.3723e-05       0.6052
25932        1   25070760   25171315    305      61  139754     -0.47094    9.3723e-05     -0.47104
864          1   25225502   25292648    323      87  143878      0.96676    9.3723e-05      0.96667
25949        1   25548267   25560013     59      18  124976      0.53071    9.3723e-05      0.53062
57035        1   25568240   25575010     33      14  131932      0.46574    9.3723e-05      0.46565
6007         1   25597884   25657436    128      29  125060     0.030861    9.3723e-05     0.030767
23585        1   25663789   25689352     97      29  139755      0.49494    9.3723e-05      0.49485
6006         1   25687353   25748363    232      44  135963      0.42133    9.3723e-05      0.42124
55219        1   25756388   25827200    302      36  136307     -0.49074    9.3723e-05     -0.49083
26119        1   25869071   25895877    159      34  139739      -1.2593    9.3723e-05      -1.2594
57134        1   25942959   26111758    785      75  139764       -0.204    9.3723e-05     -0.20409
57190        1   26125667   26145213    100      24  141476     -0.58019    9.3723e-05     -0.58028
56181        1   26145397   26159933     61      12  143799      -2.0909    9.3723e-05       -2.091
79000        1   26157914   26186939    117      14  142651      -1.1379    9.3723e-05       -1.138
164091       1   26187475   26203461     64      19  135424     -0.60926    9.3723e-05     -0.60936
3925         1   26210170   26234368     65      22  142737      -0.5688    9.3723e-05      -0.5689
5051         1   26285758   26327366    198      36  139765        1.334    9.3723e-05       1.3339
2134         1   26347266   26363455     77      34  133359        2.143    9.3723e-05       2.1429
7780         1   26364013   26374439     49      16  143190       2.1574    9.3723e-05       2.1573
84676        1   26377292   26395142     95      25  142991       3.8717    9.3723e-05       3.8716
149420       1   26436656   26452539     74      14  138951       3.3029    9.3723e-05       3.3028
79927        1   26484511   26489619     31      14  145490       1.7482    9.3723e-05       1.7481
51042        1   26495388   26497864     14       6  145087       2.4889    9.3723e-05       2.4888
10256        1   26502981   26516875     72      33  139781       2.7048    9.3723e-05       2.7047
378807       1   26516119   26529533    106      26  143909       3.6877    9.3723e-05       3.6876
64793        1   26559644   26606029    222      30  149083      0.46962    9.3723e-05      0.46952
83442        1   26605213   26608513     12       7  146269       2.4169    9.3723e-05       2.4168
91544        1   26608273   26645756    203      28  149561       1.1667    9.3723e-05       1.1666
1043         1   26643411   26647514     29       8  151297       1.7061    9.3723e-05        1.706
55057        1   26647850   26681621    185      41  144230       1.7511    9.3723e-05        1.751
257101       1   26687625   26702023     89      24  147315       1.1934    9.3723e-05       1.1933
79727        1   26736269   26756719     81      35  144576       2.3688    9.3723e-05       2.3687
79947        1   26757773   26798297    151      53  142219       2.0735    9.3723e-05       2.0734
3151         1   26797902   26803633     25      13  142676        1.801    9.3723e-05       1.8009
6195         1   26855249   26902020    197      46  144234       1.5013    9.3723e-05       1.5012
101928728    1   27018123   27023896     21      10  147319        1.602    9.3723e-05       1.6019
8289         1   27021522   27109101    268      35  142034       1.1125    9.3723e-05       1.1124
55650        1   27112739   27125394     34      17  141459      0.38697    9.3723e-05      0.38687
84243        1   27152201   27184592    122      40  141524      0.89036    9.3723e-05      0.89027
2810         1   27188633   27191447      6       4  134128      0.60738    9.3723e-05      0.60729
54707        1   27205372   27217869     36      16  138462       0.8259    9.3723e-05       0.8258
63906        1   27216479   27227962     29      16  143487     -0.25418    9.3723e-05     -0.25427
8431         1   27237475   27241567     13       8  149423    -0.051852    9.3723e-05    -0.051946
10726        1   27247187   27273862     99      37  140713     0.099132    9.3723e-05     0.099038
