# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
83858        1    1406139    1445352    231      50  131132      0.75204   -1.2212e-15      0.75204
55210        1    1446523    1470567    169      51  129638     -0.73312   -1.2212e-15     -0.73312
339453       1    1469658    1476740     32      19  127471      -3.2917   -1.3323e-15      -3.2917
29101        1    1476553    1511262    175      34  135151      -1.9013   -1.1102e-15      -1.9013
643988       1    1532888    1536476     11       7  115230       1.1116   -1.1102e-15       1.1116
142678       1    1549795    1566490     83      28  119405       1.0768   -1.1102e-15       1.0768
8510         1    1566060    1570530      5       3  120649    -0.010567   -1.1761e-15    -0.010567
984          1    1570600    1591473     49      18  116944     -0.42086   -1.1657e-15     -0.42086
728661       1    1590986    1625243    123      43  124488     -0.16815   -1.1657e-15     -0.16815
728642       1    1633322    1656999     82      16  133343      -1.2953   -1.1102e-15      -1.2953
9906         1    1655777    1678438     92      37  129905     -0.95182   -1.2212e-15     -0.95182
65220        1    1682171    1712508    147      36  137228      0.64005   -1.2212e-15      0.64005
2782         1    1716225    1823552    399      72  133894     -0.19227   -1.1657e-15     -0.19227
163688       1    1845266    1849233     21       7  146760      0.41332   -1.1657e-15      0.41332
339456       1    1848529    1851740     18       7  141322      -0.1063   -1.1796e-15      -0.1063
85452        1    1852890    1936276    605      64  137109     -0.15207   -1.1657e-15     -0.15207
2563         1    1949768    1962692     72      26  139946      0.34764   -1.1657e-15      0.34764
5590         1    1980909    2117334    900      77  141100      0.18462   -1.1657e-15      0.18462
100506504    1    2112750    2116812     18      12  139957       1.6518   -1.1102e-15       1.6518
199990       1    2115399    2145159    128      48  141250      0.21941   -1.1657e-15      0.21941
6497         1    2159134    2242152    470     107  144821       2.0338   -1.3323e-15       2.0338
79906        1    2251219    2324190    509      83  147740      0.18755   -1.1657e-15      0.18755
11079        1    2322214    2337383     78      34  144751     0.060416   -1.1727e-15     0.060416
5192         1    2335741    2345010     55      24  149673     0.019817   -1.1761e-15     0.019817
9651         1    2406754    2437464    185      55  144669       1.1733   -1.1102e-15       1.1733
55229        1    2439475    2459061    125      35  146487     -0.50676   -1.2212e-15     -0.50676
388585       1    2459684    2462684      9       6  146410      0.82852   -1.2212e-15      0.82852
8764         1    2486291    2495768     44      17  145899     -0.80793   -1.2212e-15     -0.80793
127281       1    2516899    2523408     43      26  142852     -0.81466   -1.2212e-15     -0.81466
79258        1    2521578    2565499    274      29  147882      -1.0604   -1.1102e-15      -1.0604
100287898    1    2572307    2707230    186      50  139105      -1.4482   -1.1102e-15      -1.4482
140625       1    2937046    2939967     20      11  143041      -1.7529   -1.1102e-15      -1.7529
63976        1    2984565    3355685   2762     299  145844       0.9654   -1.2212e-15       0.9654
27237        1    3370147    3398177    189      39  144402      -1.6249   -1.1102e-15      -1.6249
1953         1    3404006    3529059    913     132  144752     -0.72983   -1.2212e-15     -0.72983
127262       1    3540556    3547195     32      12  144621      -1.4726   -1.1102e-15      -1.4726
49856        1    3546831    3567671    116      36  136419     -0.81856   -1.2212e-15     -0.81856
7161         1    3568129    3653265    535     104  144817     -0.89496   -1.2212e-15     -0.89496
148870       1    3667965    3688709    146      46  143562      0.17687   -1.1657e-15      0.17687
388588       1    3688352    3693046     30      14  149558     -0.28528   -1.1657e-15     -0.28528
57470        1    3696284    3714068    140      32  147361     -0.45574   -1.1657e-15     -0.45574
9731         1    3728145    3774797    421      32  147588     -0.68876   -1.2212e-15     -0.68876
1677         1    3772845    3802493    288      45  145823      -1.0244   -1.1102e-15      -1.0244
339448       1    3805197    3817857     94      23  144595     0.033999   -1.1727e-15     0.033999
55966        1    4714105    4844351   1010     117  147129      -2.1044   -1.3323e-15      -2.1044
261734       1    5922370    6053618    732      53  146993     -0.90252   -1.2212e-15     -0.90252
8514         1    6051358    6161753    614     104  144227     -0.52791   -1.2212e-15     -0.52791
26038        1    6161347    6241194    504      75  143020      -1.0079   -1.1102e-15      -1.0079
6146         1    6244580    6260679     59      17  148030       0.6102   -1.2212e-15       0.6102
388591       1    6265189    6281859     82      19  141096      -2.5448   -1.3323e-15      -2.5448
23463        1    6280753    6297044     88      26  142218     -0.89999   -1.2212e-15     -0.89999
390992       1    6303252    6306138     14       7  148325      -1.2168   -1.1102e-15      -1.2168
387509       1    6306906    6322035     77      15  141637      -1.3037   -1.1102e-15      -1.3037
11332        1    6323832    6454826    785      55  146435    -0.080152   -1.1796e-15    -0.080152
54626        1    6474792    6485724     48      14  147066     -0.13507   -1.1657e-15     -0.13507
83715        1    6483836    6521504    189      34  144806       1.1942   -1.1102e-15       1.1942
8718         1    6520287    6528432     51      23  144671      0.40368   -1.1657e-15      0.40368
57449        1    6525652    6581121    320      71  143768     -0.61435   -1.2212e-15     -0.61435
79707        1    6580907    6615658    208      20  144061     -0.18313   -1.1657e-15     -0.18313
80835        1    6613987    6640317    152      37  137476     -0.51317   -1.2212e-15     -0.51317
3104         1    6639051    6649840     39      26  141201     -0.60708   -1.2212e-15     -0.60708
9903         1    6650284    6663958     75      31  148313       1.7318   -1.1102e-15       1.7318
148479       1    6672756    6684593     48      19  138521       2.1929   -1.3323e-15       2.1929
90326        1    6683925    6696146     58      17  148520       1.6978   -1.1102e-15       1.6978
55735        1    6693728    6762966    296      47  145928       2.1736   -1.3323e-15       2.1736
23261        1    6844384    7830266   5024     367  145806      0.71813   -1.2212e-15      0.71813
9341         1    7830329    7841992     58      18  151602    -0.054631   -1.1727e-15    -0.054631
8863         1    7843413    7905741    332      41  149459     -0.57656   -1.2212e-15     -0.57656
10911        1    7907172    7914551     43      16  149473     -0.36808   -1.1657e-15     -0.36808
3604         1    7975431    8004225    114      27  145611      0.39083   -1.1657e-15      0.39083
11315        1    8020714    8045842    135      41  140877       2.5569   -1.3323e-15       2.5569
54206        1    8071279    8087393     55      20  141628       2.0884   -1.3323e-15       2.0884
50651        1    8377171    8404727    151      37  141566     -0.49733   -1.1657e-15     -0.49733
473          1    8411964    8878699   1492      71  142431      -0.6504   -1.2212e-15      -0.6504
2023         1    8920559    8940151     72      27  141462      -1.6776   -1.1102e-15      -1.6776
765          1    9004893    9035651    212      55  146024     -0.68285   -1.2212e-15     -0.68285
155184       1    9062859    9087404    158      63  146626     -0.54012   -1.2212e-15     -0.54012
6518         1    9096505    9132763    186      40  147675      -0.9402   -1.2212e-15      -0.9402
80045        1    9162972    9190229    124      32  144594      -1.0434   -1.1102e-15      -1.0434
9563         1    9293822    9331896    219      58  144271       1.8072   -1.1102e-15       1.8072
80176        1    9334202    9430091    706     123  148732     0.078922   -1.1796e-15     0.078922
84275        1    9598528    9643331    189      46  137166     -0.85945   -1.2212e-15     -0.85945
199953       1    9647932    9675435    134      42  139283     -0.82518   -1.2212e-15     -0.82518
5293         1    9710789    9789672    412      86  140800     -0.90985   -1.2212e-15     -0.90985
22883        1    9788579    9885550    518      31  138534    -0.052294   -1.1727e-15    -0.052294
56998        1    9907834    9971316    302      55  139255       -1.525   -1.1102e-15       -1.525
84328        1    9981668   10004460     95      31  146235       1.1983   -1.1102e-15       1.1983
64802        1   10002486   10046056    165      42  147378       1.9738   -1.1102e-15       1.9738
116362       1   10056255   10076578     72      16  149661       2.1272   -1.3323e-15       2.1272
10277        1   10092041   10241797    646      55  144888       2.0106   -1.3323e-15       2.0106
23095        1   10269606   10442164    856      37  147578        1.305   -1.1102e-15        1.305
5226         1   10457884   10481065    109      27  142566      0.24385   -1.1657e-15      0.24385
378708       1   10488944   10510739     96      23  148669      -1.1401   -1.1102e-15      -1.1401
100526739    1   10489159   10512560    102      23  148618      -1.1024   -1.1102e-15      -1.1024
1325         1   10508776   10512560     18       7  143245     -0.28428   -1.1657e-15     -0.28428
1676         1   10520088   10533613     59      27  140714      -1.7494   -1.1102e-15      -1.7494
5195         1   10534003   10691315    668      80  146817      -1.5604   -1.1102e-15      -1.5604
54897        1   10696161   10857733    868     167  144325      0.33779   -1.1657e-15      0.33779
148345       1   11006030   11043094    237      50  143969      0.04098   -1.1727e-15      0.04098
23435        1   11071462   11086049     59      20  141923       1.2601   -1.1102e-15       1.2601
10747        1   11086080   11108296    119      27  143960      0.88796   -1.2212e-15      0.88796
6723         1   11114149   11121091     22      10  134142       1.9988   -1.1102e-15       1.9988
5394         1   11126175   11160961    169      20  145634       2.3671   -1.3323e-15       2.3671
2475         1   11166088   11323614    616      37  143067       3.4502   -1.3323e-15       3.4502
10218        1   11248346   11256538     32      11  144374       2.0464   -1.3323e-15       2.0464
29914        1   11332255   11348991     48      14  137470       2.5978   -1.3323e-15       2.5978
57540        1   11538295   11598140    272      36  146431      0.32852   -1.1657e-15      0.32852
26232        1   11707424   11715888     45      29  145469      0.23997   -1.1657e-15      0.23997
93611        1   11713432   11723884     46      19  146241      -2.2963   -1.3323e-15      -2.2963
26270        1   11723150   11734911     71      28  137555      -2.4065   -1.3323e-15      -2.4065
10459        1   11734037   11752678    119      33  141142      -1.0239   -1.1102e-15      -1.0239
374946       1   11750781   11780836    155      45  145551     -0.76532   -1.2212e-15     -0.76532
57085        1   11795142   11811328     76      22  149011      0.42759   -1.1657e-15      0.42759
284498       1   11822827   11850142    220      25  147545      0.54533   -1.2212e-15      0.54533
4524         1   11845287   11867160    134      27  146968        1.001   -1.1102e-15        1.001
1185         1   11865153   11903701    306      27  146796        1.295   -1.1102e-15        1.295
4878         1   11905266   11908840     21       9  153265      0.93585   -1.2212e-15      0.93585
4879         1   11917021   11919992     10       6  144263    -0.092041   -1.1796e-15    -0.092041
90231        1   11979145   11987485     55      23  146362      0.97373   -1.2212e-15      0.97373
5351         1   11993724   12036099    225      40  147500        1.137   -1.1102e-15        1.137
9927         1   12039238   12074072    173      36  139043       0.3743   -1.1657e-15       0.3743
60672        1   12078299   12092606     55      22  141588      0.76156   -1.2212e-15      0.76156
943          1   12122434   12204764    452      92  141234      -0.7799   -1.2212e-15      -0.7799
7133         1   12226044   12269779    234      50  145754      -1.3485   -1.1102e-15      -1.3485
55187        1   12289101   12572599   1083      68  143665      0.16511   -1.1657e-15      0.16511
9249         1   12627439   12678820    302      70  144407     -0.48644   -1.1657e-15     -0.48644
343066       1   12703566   12727597    136      30  142478     -0.43125   -1.1657e-15     -0.43125
126767       1   12775118   12789226     94      23  141095     -0.12546   -1.1657e-15     -0.12546
93190        1   12805163   12821602     93      19  137885     -0.57562   -1.2212e-15     -0.57562
390999       1   12833984   12838549     26      12  139761      -1.3381   -1.1102e-15      -1.3381
65121        1   12850546   12857277     30      12  125135     -0.32973   -1.1657e-15     -0.32973
440560       1   12883968   12892264     30      11  125937      -1.8229   -1.1102e-15      -1.8229
343069       1   12906761   12909578     17       8  141465     -0.55328   -1.2212e-15     -0.55328
65122        1   12915941   12922264     40      10  135758      -0.4722   -1.1657e-15      -0.4722
400735       1   12938533   12947025     14      10  124808      -0.8425   -1.2212e-15      -0.8425
343071       1   12952227   12959094      3       2  100264      -2.2512   -1.3323e-15      -2.2512
440561       1   12997802   13008406      1       1  105810       1.8933   -1.1102e-15       1.8933
440563       1   13182460   13185326     17       8  131069     -0.36421   -1.1657e-15     -0.36421
391003       1   13473553   13478569      1       1  157384       0.4328   -1.1657e-15       0.4328
391004       1   13715088   13719564      1       1  125086      0.86382   -1.2212e-15      0.86382
126755       1   13800945   13841242    296      68  144694      0.66343   -1.2212e-15      0.66343
10630        1   13909252   13944952    223      66  148051     -0.42912   -1.1657e-15     -0.42912
7799         1   14025714   14152074    668      78  147279      -1.6961   -1.1102e-15      -1.6961
23254        1   14218646   15445044   7889     504  146151     -0.53195   -1.2212e-15     -0.53195
55092        1   15478028   15547474    522      48  149654       -1.726   -1.1102e-15       -1.726
727684       1   15490192   15499120     55      16  149051      -1.1822   -1.1102e-15      -1.1822
114827       1   15572730   15725267    872     123  147538      0.13221   -1.1657e-15      0.13221
79180        1   15735391   15757339    147      47  138680      0.46863   -1.1657e-15      0.46863
11330        1   15763938   15773653     46      19  146113      0.59689   -1.2212e-15      0.59689
63036        1   15782223   15799086    108      27  149005     -0.55133   -1.2212e-15     -0.55133
51032        1   15801596   15818395     88      26  146745       1.3037   -1.1102e-15       1.3037
842          1   15817396   15852407    202      26  148743      0.49712   -1.1657e-15      0.49712
23341        1   15852343   15898728    189      30  148366      0.70592   -1.2212e-15      0.70592
79814        1   15897694   15912605     85      18  148072      0.26123   -1.1657e-15      0.26123
84301        1   15942953   15996039    206      26  147038     -0.12256   -1.1796e-15     -0.12256
6248         1   15985364   15988717     13       6  142778      -1.9177   -1.1102e-15      -1.9177
23207        1   16009632   16061764    267      30  147798      0.64966   -1.2212e-15      0.64966
284723       1   16061721   16068384     24      11  143597      -1.1192   -1.1102e-15      -1.1192
388595       1   16067987   16074792     45      19  143345       1.5968   -1.1102e-15       1.5968
54751        1   16082107   16113589    166      39  143337      0.83703   -1.2212e-15      0.83703
440567       1   16133157   16135194     17       5  148320       1.2367   -1.1102e-15       1.2367
23013        1   16173359   16267451    375      53  143095       1.1656   -1.1102e-15       1.1656
7709         1   16267864   16303627    133      50  142925       1.9857   -1.1102e-15       1.9857
101928566    1   16301626   16324201    157      38  145890       1.6324   -1.1102e-15       1.6324
149563       1   16329731   16333684     33      13  145681    -0.070612   -1.1796e-15    -0.070612
27129        1   16340023   16347084     73      12  150813        2.382   -1.3323e-15        2.382
1187         1   16347486   16361048    119      30  146317       2.6185   -1.3323e-15       2.6185
1188         1   16369231   16384321    160      27  148926      0.86285   -1.2212e-15      0.86285
348487       1   16383764   16401127     93      19  148207       1.1943   -1.1102e-15       1.1943
1969         1   16450332   16483582    145      53  143790      0.47206   -1.1657e-15      0.47206
128272       1   16524099   16540104     90      19  149202     -0.25615   -1.1657e-15     -0.25615
101927546    1   16550843   16554528     15       4  146793      0.14208   -1.1657e-15      0.14208
79363        1   16557682   16564659     28      13  149580      0.69908   -1.2212e-15      0.69908
54455        1   16572839   16679965    413      43  146251     -0.63445   -1.2212e-15     -0.63445
26099        1   16692525   16725143    118      30  143964      0.18443   -1.1657e-15      0.18443
374955       1   16721601   16764919    228      60  145790     -0.46194   -1.1657e-15     -0.46194
55707        1   16766167   16787085     93      32  146300     -0.71325   -1.2212e-15     -0.71325
100133301    1   16864561   16866698      7       5  127179     -0.37709   -1.1657e-15     -0.37709
55672        1   16888422   16941100     11       7  122852      -1.9862   -1.1102e-15      -1.9862
11223        1   17080629   17091975      2       1  132841      0.67863   -1.2212e-15      0.67863
9696         1   17247445   17299974    259      65  139169      -2.1361   -1.3323e-15      -2.1361
4237         1   17300497   17309081     32      13  145556     -0.54717   -1.2212e-15     -0.54717
23400        1   17311953   17339467    116      40  139662      -1.7231   -1.1102e-15      -1.7231
6390         1   17344717   17381665    197      31  146352    -0.051218   -1.1727e-15    -0.051218
11240        1   17392756   17446948    383      38  150504      -1.6024   -1.1102e-15      -1.6024
29943        1   17530621   17573001    299      88  148732       -2.131   -1.3323e-15       -2.131
51702        1   17574593   17611228    270      45  150141     -0.14337   -1.1657e-15     -0.14337
23569        1   17633690   17690995    417      46  147223      -1.2943   -1.1102e-15      -1.2943
353238       1   17697741   17728695    264      34  146154        1.555   -1.1102e-15        1.555
55920        1   17732751   17767250    186      53  143375      0.24046   -1.1657e-15      0.24046
55160        1   17845693   18024870   1035     124  140876       -1.139   -1.1102e-15       -1.139
81569        1   18080808   18154058    359      58  148477     -0.44128   -1.1657e-15     -0.44128
84966        1   18433240   18705477   1740     226  145923     -0.99008   -1.2212e-15     -0.99008
127707       1   18806424   18813040     52      13  143229      -1.6652   -1.1102e-15      -1.6652
5081         1   18956500   19075860    697     145  144974     -0.70789   -1.2212e-15     -0.70789
80834        1   19165593   19187155    172      39  150886       1.0472   -1.1102e-15       1.0472
8659         1   19197424   19230293    266      41  147972     -0.68243   -1.2212e-15     -0.68243
126917       1   19230274   19283826    325      63  149164     -0.90613   -1.2212e-15     -0.90613
23352        1   19400500   19537812    532      47  145096      0.48347   -1.1657e-15      0.48347
23065        1   19541658   19579053    179      33  149110       1.0287   -1.1102e-15       1.0287
51154        1   19577075   19587122     74      14  150342      0.82899   -1.2212e-15      0.82899
22977        1   19608557   19616280     51      12  143683      0.95977   -1.2212e-15      0.95977
8574         1   19628702   19639640     57      26  147541     -0.99077   -1.2212e-15     -0.99077
54896        1   19637740   19659425    154      30  150805     -0.75249   -1.2212e-15     -0.75249
832          1   19664767   19813066    935      54  147636       1.1457   -1.1102e-15       1.1457
440574       1   19922471   19956815    185      26  144032      0.29725   -1.1657e-15      0.29725
100532736    1   19922471   19985449    359      52  145897     -0.39665   -1.1657e-15     -0.39665
4681         1   19968723   19985449     96      37  148252     -0.53696   -1.2212e-15     -0.53696
3362         1   19990780   20006555     87      28  143041      0.15703   -1.1657e-15      0.15703
255104       1   20008206   20127424    725     108  144987       1.9941   -1.1102e-15       1.9941
54546        1   20140022   20142771     29      13  153105     -0.46561   -1.1657e-15     -0.46561
23252        1   20207356   20239938    136      37  148136      -1.2778   -1.1102e-15      -1.2778
30814        1   20246300   20251110     35      14  147971      -1.1178   -1.1102e-15      -1.1178
5320         1   20301424   20307932     35      20  146849      -1.1604   -1.1102e-15      -1.1604
5322         1   20385157   20418894    203      45  144857     -0.19331   -1.1657e-15     -0.19331
26279        1   20438643   20447059     43      20  148344      0.61493   -1.2212e-15      0.61493
64600        1   20464823   20477379     63      38  144841     -0.97028   -1.2212e-15     -0.97028
391013       1   20489984   20502687     66      20  146650     -0.08361   -1.1796e-15     -0.08361
127733       1   20511578   20523040     38      22  143812       1.7559   -1.1102e-15       1.7559
127731       1   20616412   20682162    415      59  146847       3.1463   -1.3323e-15       3.1463
55450        1   20808384   20813728     21      12  148362     -0.33395   -1.1657e-15     -0.33395
79594        1   20825441   20835674     62      24  145297      0.64669   -1.2212e-15      0.64669
163933       1   20877932   20882013     17       6  149115      0.17726   -1.1657e-15      0.17726
978          1   20914444   20945901    195      42  147665       1.5238   -1.1102e-15       1.5238
65018        1   20958948   20978504    124      24  145354      0.15441   -1.1657e-15      0.15441
1650         1   20977760   20989037     61      16  143282      -1.6687   -1.1102e-15      -1.6687
57576        1   20989975   21045317    355     102  145724      0.90981   -1.2212e-15      0.90981
400745       1   21045725   21060133     70      25  149862       2.8578   -1.3323e-15       2.8578
50809        1   21068670   21114808    155      36  148665      0.54962   -1.2212e-15      0.54962
8672         1   21132285   21504381   1329      63  147529      0.18045   -1.1657e-15      0.18045
1889         1   21543240   21673034    709      90  144980     -0.47333   -1.1657e-15     -0.47333
84224        1   21765583   21811893    251      39  145210      -2.0094   -1.3323e-15      -2.0094
249          1   21834475   21905405    457      61  148028       1.7514   -1.1102e-15       1.7514
5909         1   21922208   21997010    405      70  149513        1.767   -1.1102e-15        1.767
84196        1   22004291   22110688    581      56  147956      0.24479   -1.1657e-15      0.24479
401944       1   22137758   22152214     97      49  143750      0.70931   -1.2212e-15      0.70931
3339         1   22148237   22264750    670      70  147001      0.02751   -1.1761e-15      0.02751
23436        1   22302418   22316347    115      22  152391      -1.7352   -1.1102e-15      -1.7352
10136        1   22327149   22339535     70      22  145351      0.14382   -1.1657e-15      0.14382
998          1   22378120   22419939    195      45  147184    -0.080645   -1.1796e-15    -0.080645
54361        1   22443298   22471474    154      41  149999   -0.0047415   -1.1753e-15   -0.0047415
9923         1   22777344   22858150    311      48  145220     0.066755   -1.1796e-15     0.066755
2046         1   22889004   22930587    250      56  143099     -0.46832   -1.1657e-15     -0.46832
712          1   22962118   22966675     26      10  141915      -1.3706   -1.1102e-15      -1.3706
714          1   22968969   22975103     36       9  149809     -0.64685   -1.2212e-15     -0.64685
713          1   22978682   22988630     50      17  146152      0.20067   -1.1657e-15      0.20067
2048         1   23036263   23242323   1116     153  142030      0.53821   -1.2212e-15      0.53821
646262       1   23279036   23300524     98      32  143533     0.024403   -1.1761e-15     0.024403
729059       1   23336827   23343343     25       9  141053      0.31147   -1.1657e-15      0.31147
23028        1   23344937   23410684    191      51  137703       0.8796   -1.2212e-15       0.8796
7798         1   23410016   23505301    320      46  145585      0.66458   -1.2212e-15      0.66458
3352         1   23517888   23522222     21      10  147837       1.3544   -1.1102e-15       1.3544
10236        1   23635453   23672143    138      36  138297   -0.0018687   -1.1755e-15   -0.0018687
80818        1   23685441   23697357     54      16  146048      0.11053   -1.1796e-15      0.11053
6920         1   23707055   23752269    253      48  138822     -0.26982   -1.1657e-15     -0.26982
55616        1   23754556   23811750    242      46  143497     -0.44688   -1.1657e-15     -0.44688
1870         1   23832420   23858712    112      30  140454      0.93403   -1.2212e-15      0.93403
3399         1   23883921   23887285     25      14  143337      0.98742   -1.2212e-15      0.98742
6135         1   24017269   24023415     32      14  136671      -1.1549   -1.1102e-15      -1.1549
6924         1   24068856   24089049     76      15  132272      0.33585   -1.1657e-15      0.33585
57095        1   24103876   24115222     37      23  135958     -0.43376   -1.1657e-15     -0.43376
11313        1   24116275   24122529     17      11  123137     -0.64589   -1.2212e-15     -0.64589
2582         1   24121589   24128294     21      15  128056      -2.3661   -1.3323e-15      -2.3661
3155         1   24127867   24166110    119      27  140594      -1.5697   -1.1102e-15      -1.5697
2517         1   24171067   24195859     96      25  142165      0.52171   -1.2212e-15      0.52171
1269         1   24196505   24286549    404      39  139978     -0.29215   -1.1657e-15     -0.29215
55629        1   24285301   24290452      4       2  156202      -1.0738   -1.1102e-15      -1.0738
10772        1   24292435   24307953      7       3  145440      -1.2052   -1.1102e-15      -1.2052
127294       1   24382031   24439665    378      57  142189     0.057457   -1.1727e-15     0.057457
58985        1   24445761   24470783    130      37  149743     -0.32849   -1.1657e-15     -0.32849
163702       1   24480147   24514765    231      47  146009     -0.07782   -1.1796e-15     -0.07782
57822        1   24644812   24691472    226      69  144186       1.5677   -1.1102e-15       1.5677
90529        1   24682989   24742587    310      40  143789       1.8429   -1.1102e-15       1.8429
57185        1   24741245   24799973    357      48  144630       1.7609   -1.1102e-15       1.7609
11123        1   24827841   24864010    185      36  146851     -0.08304   -1.1796e-15     -0.08304
400746       1   24881567   24936319    327      47  150539     -0.15818   -1.1657e-15     -0.15818
10250        1   24968594   25000272     87      38  141739      0.60529   -1.2212e-15      0.60529
25932        1   25070760   25171315    305      61  139754     -0.47094   -1.1657e-15     -0.47094
864          1   25225502   25292648    323      87  143878      0.96676   -1.2212e-15      0.96676
25949        1   25548267   25560013     59      18  124976      0.53071   -1.2212e-15      0.53071
57035        1   25568240   25575010     33      14  131932      0.46574   -1.1657e-15      0.46574
6007         1   25597884   25657436    128      29  125060     0.030861   -1.1761e-15     0.030861
23585        1   25663789   25689352     97      29  139755      0.49494   -1.1657e-15      0.49494
6006         1   25687353   25748363    232      44  135963      0.42133   -1.1657e-15      0.42133
55219        1   25756388   25827200    302      36  136307     -0.49074   -1.1657e-15     -0.49074
26119        1   25869071   25895877    159      34  139739      -1.2593   -1.1102e-15      -1.2593
57134        1   25942959   26111758    785      75  139764       -0.204   -1.1657e-15       -0.204
57190        1   26125667   26145213    100      24  141476     -0.58019   -1.2212e-15     -0.58019
56181        1   26145397   26159933     61      12  143799      -2.0909   -1.3323e-15      -2.0909
79000        1   26157914   26186939    117      14  142651      -1.1379   -1.1102e-15      -1.1379
164091       1   26187475   26203461     64      19  135424     -0.60926   -1.2212e-15     -0.60926
3925         1   26210170   26234368     65      22  142737      -0.5688   -1.2212e-15      -0.5688
5051         1   26285758   26327366    198      36  139765        1.334   -1.1102e-15        1.334
2134         1   26347266   26363455     77      34  133359        2.143   -1.3323e-15        2.143
7780         1   26364013   26374439     49      16  143190       2.1574   -1.3323e-15       2.1574
84676        1   26377292   26395142     95      25  142991       3.8717   -1.3323e-15       3.8717
149420       1   26436656   26452539     74      14  138951       3.3029   -1.3323e-15       3.3029
79927        1   26484511   26489619     31      14  145490       1.7482   -1.1102e-15       1.7482
51042        1   26495388   26497864     14       6  145087       2.4889   -1.3323e-15       2.4889
10256        1   26502981   26516875     72      33  139781       2.7048   -1.3323e-15       2.7048
378807       1   26516119   26529533    106      26  143909       3.6877   -1.3323e-15       3.6877
64793        1   26559644   26606029    222      30  149083      0.46962   -1.1657e-15      0.46962
83442        1   26605213   26608513     12       7  146269       2.4169   -1.3323e-15       2.4169
91544        1   26608273   26645756    203      28  149561       1.1667   -1.1102e-15       1.1667
1043         1   26643411   26647514     29       8  151297       1.7061   -1.1102e-15       1.7061
55057        1   26647850   26681621    185      41  144230       1.7511   -1.1102e-15       1.7511
257101       1   26687625   26702023     89      24  147315       1.1934   -1.1102e-15       1.1934
79727        1   26736269   26756719     81      35  144576       2.3688   -1.3323e-15       2.3688
79947        1   26757773   26798297    151      53  142219       2.0735   -1.3323e-15       2.0735
3151         1   26797902   26803633     25      13  142676        1.801   -1.1102e-15        1.801
6195         1   26855249   26902020    197      46  144234       1.5013   -1.1102e-15       1.5013
101928728    1   27018123   27023896     21      10  147319        1.602   -1.1102e-15        1.602
8289         1   27021522   27109101    268      35  142034       1.1125   -1.1102e-15       1.1125
